,Control_1,Hot_1,Control_2,Hot_2,pval.heat,padj.heat
isogroup239259,9.27507700607504,9.09805439137435,8.98007100267247,8.77849265833208,0.429803094209103,0.833378444349149
isogroup239261,8.22483937077078,8.37475434488636,8.76298142935145,8.47235618573864,0.702360477943559,0.945723262689107
isogroup239262,3.62014783304471,3.45740868280055,3.31983132388389,3.34339838419928,0.721367416664307,0.950706987277529
isogroup239275,6.32266448112939,6.24753690820714,6.32943663428788,6.50713477199902,0.829251492685191,0.97057102481993
isogroup239281,6.31432782764823,6.1058866375504,5.90711752488348,6.18468214602025,0.94738206830407,0.989671026711393
isogroup239282,5.6332863591836,5.34887104273349,5.50312307117677,5.3067465026192,0.354825336088192,0.788043983665624
isogroup239293,7.58615349453442,7.16546197427095,7.26758315509947,7.30203187433667,0.440808228915387,0.84006414862485
isogroup239311,5.55493701594797,5.57053002273101,4.68034101842875,4.60554269786511,0.982235072403304,0.996761548566541
isogroup239319,8.82118381044996,8.69511286210522,9.1171604374534,8.91398594490673,0.447421414717652,0.843282204531291
isogroup239336,-0.666633554070153,-0.656695962611863,-0.669850704684717,-0.657550883755148,0.821176072085596,NA
isogroup239342,2.16059498839343,2.11437133316654,1.96640010131245,2.08350210213887,0.855839147145866,0.973943751557549
isogroup239343,9.0544540196271,9.33243512808932,8.79802331104802,9.4199890058597,0.0267463438772378,0.174837519889033
isogroup239346,8.37042802496402,8.42737028155329,8.65434850941916,8.37009386545225,0.57230875530847,0.905912831494521
isogroup239349,8.05025440193239,8.7418019174488,7.5822042258112,8.39966947840529,0.00799744740926573,0.0644505370019089
isogroup239353,3.96908065460285,3.83557990505771,3.75823352009761,3.87204675808087,0.950460987000158,0.990239141079821
isogroup239358,8.58505798989071,8.66771187708056,8.53089216588845,8.58687327151004,0.719382367703275,0.950458807814454
isogroup239365,7.79206960946875,7.03731670196422,7.28800491219434,6.83229638838756,0.0322443616165793,0.203621161768667
isogroup239369,4.29407445114364,4.048904471431,4.07568402859693,3.99033323662907,0.473761086098296,0.858731867743462
isogroup239373,4.85856693287864,5.62579663662047,4.65466536969971,5.32351370496668,0.0124698250868513,0.0941289085997394
isogroup239384,8.18989022859127,3.22549961130438,7.86022075241558,3.05013481966865,5.47347316491486e-20,1.89969849677445e-18
isogroup239385,8.79328209412933,8.76102500918872,8.85091993065286,8.85564068508251,0.942535141891495,0.98871432611499
isogroup239392,8.4639250480294,3.46831910592371,8.04115760436713,3.17388945840073,8.05370687087919e-34,7.37630063740635e-32
isogroup239418,3.49191701659699,3.16801218857886,3.23412811353806,3.21121481923628,0.375300526824017,0.804037171963313
isogroup239420,3.6876124070091,3.4926146107516,3.70288291721612,3.63197795619129,0.54193325067637,0.891292056130351
isogroup239421,7.58888418605585,7.21672123925121,7.49537878236176,7.51616780435952,0.515555860186526,0.88086370722718
isogroup239422,6.37091339900125,5.90733073969617,6.41340553584062,6.28674332637614,0.342089433998274,0.779608295396121
isogroup239424,4.27825968525346,4.42248663778795,4.27885966041604,4.29844889048492,0.724922219828406,0.951215195486398
isogroup239428,7.74795837772047,6.95694502934882,7.83577538912105,7.14787556045779,0.00190456384870114,0.0177293278428498
isogroup239432,4.62649459486156,4.71222183564814,4.11313858002548,4.50623327948255,0.507914324558808,0.877069411973729
isogroup239447,9.99233351432827,10.8699801670822,10.2882716018068,9.73893473781723,0.4564403117778,0.849212840533666
isogroup239450,6.48772503295232,6.15170336018615,6.40960618426456,6.55520842735481,0.796190442105503,0.964714687240884
isogroup239454,3.52793160032836,3.81119001099471,4.07034912823988,3.73432426318746,0.81688500543083,0.969259300673237
isogroup239456,-1.3401127881515,-1.35782078956669,-1.31454020626798,-1.35785510308438,0.453174739765246,NA
isogroup239461,13.712279099379,13.5005443395128,13.4604239401759,13.4405287589663,0.456845388320114,0.849391346774039
isogroup239464,10.028957564973,9.96343162102602,10.3104693651286,10.2043361519692,0.66453337032131,0.935466250190281
isogroup239467,6.53977783876743,6.73052903244201,6.47929163489039,6.33262044060274,0.890270400797984,0.978713542042294
isogroup239474,9.29328149285947,9.21590259294531,9.29293865163325,9.27816264799836,0.793862253467047,0.964110368053334
isogroup239480,8.99273545050971,9.31113089625029,9.02393684099927,9.43514689312616,0.0461908858326415,0.265332036180114
isogroup239481,5.95973210849129,6.72254007541572,5.71683378997473,6.70444538056919,0.0016360848323117,0.0154658798999374
isogroup239484,7.55766782260417,7.4457518566644,7.68722453801442,7.75736693645488,0.958487567919897,0.991276585321821
isogroup239490,6.77181070921099,7.1199536800244,7.32265243244151,7.06124213704007,0.982341607111046,0.996761548566541
isogroup239493,8.27273777125273,8.39374547805445,8.09061874905486,8.15821934445792,0.669777882879635,0.937666285424054
isogroup239499,3.30924939952,3.19232341719249,2.82252537719542,2.9071742966199,0.901780525444548,0.979605739108923
isogroup239502,5.48080799868959,4.71665077939756,5.74666901896227,4.94915854853779,0.00599846164487609,0.0498267105088332
isogroup239513,6.5028248043904,6.50676552081304,6.8492050390702,6.78176054444943,0.892709409343124,0.97910524764697
isogroup239516,7.20955406082261,6.71922452520233,7.09084807937591,6.980656334276,0.263682656078965,0.70695597139662
isogroup239520,7.51938884887698,7.52726953480616,7.90445515004451,7.54947369703186,0.451875418589535,0.846836211306932
isogroup239526,8.67944502926047,8.62193818086654,8.5918777298712,8.50476324610949,0.7215288777914,0.950706987277529
isogroup239529,6.59421673636163,6.28109804271438,5.98596802657674,6.38566315336697,0.986250524317263,0.997141748501788
isogroup239534,8.23371231018844,7.80871952412854,8.09953159053948,8.02501221673193,0.282258913418075,0.726851789342839
isogroup239538,10.0356207196182,10.7572404464079,9.83510150799637,10.7368447499525,1.9215703152892e-06,2.5363497372184e-05
isogroup239546,4.77554957898215,4.90692965739942,4.25138100768244,4.86724070927174,0.295063161591525,0.738682745597449
isogroup239547,7.33708510307144,7.86597884133762,7.82315376384189,6.45810857647593,0.623144236481718,0.922103570831846
isogroup239549,4.01056636340084,4.09382111688861,3.89009744885847,3.88486264879271,0.851571344257822,0.973397540181383
isogroup239554,2.78900849744634,2.96835980668266,3.0051734337386,2.86828695265303,0.940102765524671,0.988449477821319
isogroup239555,7.69951735607221,7.5109687640844,8.13178027352386,7.97738544621763,0.574623342875485,0.906884739044945
isogroup239566,4.21330344075398,4.04360240983232,4.07809720622797,3.87293463994287,0.437868338749947,0.83957867325327
isogroup239570,9.88418461362872,9.99935636423385,9.8260804635523,9.91495528281137,0.532254188562654,0.888767513211413
isogroup239574,10.5027013374139,10.3964753148537,10.6513962681519,10.5352096675283,0.505977521084871,0.87610672713228
isogroup239588,4.85410305710072,5.10448651833494,4.70448806966892,5.11711712884789,0.206385025990785,0.639921673591137
isogroup239591,10.7437419327913,11.0990844136311,10.9050994187389,11.3887018343207,0.0250261007537278,0.166228967375486
isogroup239593,4.58575325382165,4.86365770144884,4.31012281371986,4.44588164625324,0.457545620825785,0.850022211509341
isogroup239601,8.72099204806059,3.45949816177053,8.69181820883147,3.08130955411407,8.70476292263201e-38,1.03242245714037e-35
isogroup239604,4.79357767730961,4.86579165645344,4.75707305872568,4.73847269698889,0.908743534428111,0.980628644513641
isogroup239611,10.9186044778093,4.89748396062831,10.4754140478459,3.66464858400346,1.02618532734944e-09,1.72805835614738e-08
isogroup239613,7.99125110778457,8.4527710342734,7.28320225544543,8.10793471583274,0.0650961808734721,0.334322628623072
isogroup239614,6.52759925564329,6.1296839580355,6.5653350752768,6.34306978839564,0.252059748190418,0.694311947981159
isogroup239621,7.24744126410026,6.89793163332461,7.46324629103149,7.16198690223122,0.218823829726454,0.656391858964759
isogroup239631,9.32938462745449,9.40806295344094,9.99507585044643,9.67327732436898,0.573250445327484,0.906041833006815
isogroup239644,7.08384477000309,7.00792726777048,7.05588146821286,7.07560768057683,0.909753832966528,0.980666381137871
isogroup239647,4.29418436617372,4.34074870403873,4.47934912781954,4.85266521465641,0.433021296718155,0.834834821258405
isogroup239650,8.52312518225946,9.06759905079871,8.83733013909116,9.15049996906222,0.0535583830544903,0.294419307447925
isogroup239657,10.7960218270575,11.1431614181943,11.0350416089378,11.380674052756,0.0682991171563462,0.345180639313159
isogroup239665,6.91862184259621,6.44806323216795,6.37152815375576,6.47319069343703,0.483769464926182,0.861746427857073
isogroup239670,8.20295347321513,8.68658700133328,8.28403622933262,8.44691654522013,0.138008881635539,0.524001479190119
isogroup239671,2.18548458803376,2.19915704229198,1.9892801405368,2.05557555369092,0.833071107559647,0.97057102481993
isogroup239674,5.29088078207525,4.42878112605618,5.28939330035657,4.4666852543814,0.000724497633261945,0.00736379037111987
isogroup239686,3.75855211201068,3.86978342654933,3.70224921890828,4.06520212934416,0.283383494129363,0.727267567132699
isogroup239691,7.77425910427837,7.77026208445885,7.94578606567825,7.81511813742166,0.747286960559684,0.956922550169371
isogroup239694,8.98611585152316,8.90924038664769,8.95788131024798,8.83149165448882,0.584937309125213,0.911774480141921
isogroup239695,5.58993153441198,5.74632704412912,5.77646872290307,5.73780218499154,0.844856282937257,0.972363558991296
isogroup239697,3.76572638964441,3.92789466586648,3.74781330534202,3.71454371013761,0.75523279406398,0.957251777145261
isogroup239700,8.01480942902845,7.82475920167018,7.5136292955784,7.66153729680567,0.881501924875099,0.977743153643538
isogroup239701,7.33167064837608,7.4659674814819,7.29204979113198,7.7165415912763,0.249312864019273,0.690901307147711
isogroup239702,10.1043088745591,9.62254062091734,10.1108121331277,9.54954027890192,0.00125893804669798,0.0122231169834293
isogroup239712,6.04662574703619,6.09066320662144,5.99525490511556,6.06093822372063,0.832238937700305,0.97057102481993
isogroup239720,3.91651928969647,4.49600624687634,3.85479071516415,3.96696455222761,0.166752470864338,0.579349512500356
isogroup239726,10.9376582720756,10.9534598540857,10.7195166949547,10.9402911403425,0.492471299614769,0.867587288464317
isogroup239735,7.68632601727064,7.94353036051911,7.33325538732867,7.80180500325257,0.165233062163593,0.576715669171015
isogroup239736,3.174775097659,3.19466906498651,3.51725734915073,2.97313217331319,0.258517342832189,0.701631592774487
isogroup239740,5.80439360425757,5.42111400429048,5.96447085351959,5.57805617426425,0.154174597934543,0.555567742415056
isogroup239741,5.49840578978272,5.39884966645242,5.12423107758641,5.26742661119514,0.974171037980221,0.994684982790903
isogroup239755,8.83656303364969,8.69463515842088,8.32122468615046,8.57974130729767,0.892255324603684,0.97910524764697
isogroup239758,5.63267808747923,5.59025896968426,5.10355846255426,5.65156631801006,0.486548397710162,0.863891963882578
isogroup239759,7.65131774118062,7.49085448031109,7.23735421815147,7.59258374034497,0.754690120134159,0.957236484251171
isogroup239762,6.47775173749462,4.68930532334317,6.10502479495815,4.94075646353749,7.78743504769963e-07,1.06189953843156e-05
isogroup239769,5.15382880844506,5.35068239986144,5.45015430656101,5.47672801024741,0.72432168853875,0.951166780968412
isogroup239772,7.61350783052634,7.76479965555228,7.30173010559621,7.62053332893072,0.364181753438619,0.796801725522932
isogroup239773,7.42841525850974,7.70629664955034,7.34998980722228,7.57600764110227,0.27691387813979,0.720518023202744
isogroup239775,11.4718929618037,11.6779417295427,11.6411757938799,11.558075331614,0.709194752702098,0.948153979740572
isogroup239783,9.31000928298633,9.26997112918975,9.49187054324339,9.36589382810182,0.642648972198121,0.928179328508008
isogroup239784,6.91211699646593,3.17082449360472,6.71625156764479,3.21939665693227,5.84089828121413e-11,1.07350110439349e-09
isogroup239785,4.18604241654191,4.05088385543112,3.88424052707619,3.96488161090223,0.880636153970679,0.977656416008025
isogroup239788,11.583257485024,11.4271785706143,11.3860706720169,11.5069068569714,0.899870556128593,0.979605739108923
isogroup239791,8.95084336094089,9.37173814432112,8.68624645548552,9.25961825791477,0.016678179918298,0.119963557649677
isogroup239803,8.83410829559326,8.61430035556608,9.26082992927251,8.96703476178021,0.31247118779093,0.753869711969945
isogroup239807,7.49506468777795,7.39358689958049,7.34187618652811,7.24175218046284,0.68145818556597,0.941072176850442
isogroup239816,8.55974620847422,8.17695850617528,9.23370657886819,8.77762403424588,0.205225136535428,0.638292502568703
isogroup239823,9.3784203044335,8.85307895700583,9.57986660445707,8.95665756574381,0.00257307283550042,0.023320329173205
isogroup239830,5.47302172909988,5.46613921872221,5.55194882081638,5.28062318437142,0.614007864046078,0.92043303479234
isogroup239837,7.62560147351799,7.58429158086271,7.26392557611189,7.48760925696118,0.753590145821601,0.957236484251171
isogroup239845,6.84744972803773,6.75786641653267,6.99228629544424,7.07611124667264,0.985771496173111,0.997141748501788
isogroup239846,5.36729222668992,5.32489100050535,5.44743735471177,5.64470756469386,0.757882095626204,0.958195725810337
isogroup239862,5.30910797843593,5.46967282530933,5.17431200760385,5.43411248552503,0.429777309925676,0.833378444349149
isogroup239870,4.90051106999432,4.7126919557478,4.59190093273953,4.87496847242144,0.8818246092281,0.977854342351144
isogroup239871,4.95843667835292,5.18618666868342,4.88605552757433,5.40900293126908,0.160608855378888,0.567223134056629
isogroup239872,8.23599092755917,8.41944495677944,8.08217417526265,8.31575761752329,0.327396484942467,0.765971889693099
isogroup239886,7.51099220784905,7.33321509768878,7.62898376221359,7.72308246777387,0.917763889602246,0.982470916527179
isogroup239887,10.8986738766275,10.8711147272783,11.0397263313553,10.9992185227583,0.829465841485845,0.97057102481993
isogroup239890,7.87431779474439,8.08700222207333,8.09072866185161,8.22072400634753,0.464600600290157,0.853126034285387
isogroup239892,11.1536295461413,11.1617806859068,11.4901321081259,10.8902741303052,0.150771292569405,0.548943358944173
isogroup239897,7.14136338763503,7.44756345649192,7.29281267215654,7.43758475506007,0.353687143658489,0.787142900695731
isogroup239900,9.74928814198189,3.81744014015953,9.31232211852422,3.31656219431358,5.20819957346755e-57,2.09420434556551e-54
isogroup239903,5.63730556325216,5.35779100813193,6.1436319617703,5.56153659185305,0.142263353161928,0.53121500454184
isogroup239910,7.58851082670375,7.12582263375569,7.48905102293241,6.99125104239939,0.0438952344514087,0.256664143846493
isogroup239913,6.16720238073192,6.41570308809863,6.54502140381967,6.88351523151977,0.35129292661391,0.784957331005275
isogroup239915,5.61792375129925,5.69444019812081,5.33687938664151,5.66864444272128,0.47965955081167,0.860812530654429
isogroup239922,4.90314053146047,4.41806084332121,4.70832370225578,4.63187459382191,0.297812801248051,0.739845009584267
isogroup239927,3.00388668055114,2.80927750150974,2.80501805930498,2.94393300649119,0.875165894461108,0.977043271702428
isogroup239936,7.57408065308675,3.0679209964298,6.94862839572221,3.04728734467542,1.40136393526666e-14,3.33374976000089e-13
isogroup239941,11.5428058281871,9.24906403015145,11.660994215036,9.21626369116124,3.81431009710718e-55,1.42915264229339e-52
isogroup239952,11.6192965422065,11.5818592371488,11.6828526356906,11.1017137318514,0.191002329898423,0.616578110574779
isogroup239957,10.1886732550765,10.2351367456173,10.0633469489628,10.3722100251433,0.293623382598116,0.73698542607835
isogroup239958,5.72183600821349,6.01300077042978,5.56369551362075,5.77765949068121,0.360209444303517,0.793587184122382
isogroup239967,7.52103956020779,8.13489861785326,7.72756377169925,8.22927230622166,0.0163003260453894,0.11786279613346
isogroup239969,3.89893138597768,4.28208287447716,4.07825187507558,4.16098143129461,0.347108132771721,0.781538469936437
isogroup23997,1.81288235225341,1.96537792154437,1.80851630758614,2.04534147802771,0.119742169363064,0.484668780187304
isogroup239978,4.90132929224657,5.21067283541194,4.82601481985491,4.86395576871005,0.504895945760852,0.875986113797048
isogroup239993,7.05984720904664,3.38012010850507,7.04427537410796,3.17005053307711,2.52951114484833e-19,8.37379934417059e-18
isogroup239997,6.09405128187592,3.43123410564301,6.70951339046668,3.30874328359792,4.3513726952634e-16,1.13687369657864e-14
isogroup240006,9.36801728247347,8.83210590996484,9.93430180284843,9.45832304306451,0.113923456494202,0.47169263936423
isogroup240007,6.77252779286458,6.75266728027942,7.28819213580601,6.96538687746528,0.512015996677182,0.879860790393151
isogroup240015,5.439139834129,5.35295019109836,5.02402010368374,5.29103963840406,0.806423844678368,0.967039643320401
isogroup240017,10.2741422682892,10.3956871613231,10.5568826734258,10.6852787788333,0.551659998734699,0.896450097967717
isogroup240019,7.57254785213327,7.46549470730955,6.53851474851258,7.12914652390312,0.726641082937912,0.952409357076993
isogroup240021,9.83010277820077,8.81568652850927,9.40295564460486,8.80556116909155,0.000280162859467379,0.00298755815082743
isogroup240023,8.64596884577394,8.24395168088704,8.14480953187685,7.99642729027368,0.286364432439933,0.730423764666743
isogroup24004,0.824324779570009,0.832839664854048,0.81059878681242,0.749029482310291,0.813617236630423,0.969091024110171
isogroup240057,8.03576692689932,8.47519871849289,7.8248366558189,8.19203656543688,0.0927278902928951,0.417183665532823
isogroup240064,3.88551711663498,4.44278710515218,3.99829018289018,4.39048776786582,0.0504389692454879,0.28235546586795
isogroup240071,8.74974781004451,8.90774861073962,8.94830144865273,8.98039456583857,0.650269042860446,0.930309549946505
isogroup240072,8.18353611929585,8.67291094717045,8.47845661446139,8.6454383210648,0.150955943826694,0.549092423279439
isogroup240074,4.97295774956213,5.14060792351649,4.93340557845902,5.19379040943942,0.403112452798884,0.818296225274451
isogroup240076,6.3515285219834,4.83335702442534,6.35541521841218,4.79205704527191,2.27451971329291e-09,3.72370724859454e-08
isogroup240084,5.85615179891328,5.68331415591018,5.49407708246566,5.51048064947249,0.764935854805786,0.959216519173559
isogroup240085,10.843682677035,11.0227178618718,10.8920162993033,11.0170524775253,0.295332672634042,0.738782540971616
isogroup240091,3.17040565975959,3.20124210493826,3.38620382242707,3.06978956434845,0.460807230567699,0.851233665058933
isogroup240095,4.09349687438229,3.7503687080753,3.96289617055995,4.01318823824182,0.578442872172818,0.909297766017174
isogroup240096,5.39811752035798,4.46033920682795,5.52527658485795,4.5290186554352,0.000149999261590436,0.00164749355534972
isogroup24010,8.15358314636851,8.01032530336344,8.07060345991736,6.4381932476035,0.201595350038982,0.632643882933902
isogroup240100,5.47484511283026,5.39609744673544,5.4421442234694,5.24457127664066,0.610990952894779,0.920253038178414
isogroup240101,7.96076310246662,7.03618166334349,7.75831520318193,7.01484917088704,0.000320494786848568,0.00340004958557625
isogroup240106,4.9793804804303,4.12062078772655,3.73657257161333,3.69061394891956,0.193290002790233,0.619668902657628
isogroup240117,7.12780355374295,7.11413476090538,7.40134144521007,7.28872699013074,0.785384062162426,0.962374553386543
isogroup240120,8.02335948418917,7.20746673070193,8.21468972625039,7.6670499777861,0.016855830085109,0.120872211736889
isogroup240131,9.66727409925047,9.52628398939761,9.68824867513079,9.6343992531884,0.571853663026123,0.905763263139295
isogroup240133,4.81821069266041,4.71280191546009,4.42628083068514,4.64902400014379,0.882410893093906,0.977983413452858
isogroup240136,7.09770701556003,7.30780299783283,7.17629436667769,7.41684683988565,0.348779437576608,0.782629346384642
isogroup240138,4.49202054620425,4.04311429932639,4.48583640166026,4.195212232565,0.130535915680166,0.510318972232208
isogroup240139,4.99266667980691,5.80572789849582,5.78702722769474,5.1811119967438,0.861695744285411,0.975633618579551
isogroup240141,7.11553362299813,7.25407815024784,7.32114046779352,7.09546717255936,0.850125024162726,0.973397540181383
isogroup240143,9.76956304494279,4.50795239934669,9.53306673402574,3.80680973581212,5.83280537199503e-58,2.46563152212077e-55
isogroup240145,3.49818436482768,4.12822639931386,3.86062691340857,3.59804739599482,0.522871302762365,0.884706392356084
isogroup240148,4.86338394195805,4.27126851559698,4.15561488597205,4.36012833169464,0.438964007073673,0.839726135134381
isogroup240155,10.203709889059,10.0896780629296,10.4609512965161,10.417545865972,0.724635523351982,0.951203757538146
isogroup240159,6.98723777536127,6.94550140445199,7.0489834484401,7.16320275575405,0.873647732384169,0.977043271702428
isogroup240168,9.58628031986853,4.20943558876147,9.14426245001939,3.51051831569148,2.29573085182342e-46,4.50564509799535e-44
isogroup240169,7.04532700901478,6.83377518900133,6.51052308735728,6.59175925019114,0.778558644136726,0.960689492781196
isogroup240170,8.51213137005212,8.50102809831773,8.08940217146308,8.51819781459973,0.427052920024349,0.832498978707414
isogroup240180,5.30642062523819,5.57998899821905,5.02178587991316,5.46306080875485,0.214282835572392,0.650788258659036
isogroup240182,11.0418941882264,11.460710972781,11.0292070978731,11.6926440638213,0.00112699889633633,0.0110857421270888
isogroup240192,8.78654097417327,8.34064357006697,8.51564395673396,8.45124241232168,0.234996086501872,0.671778304503185
isogroup240196,5.71231869772295,5.82595886479492,5.85356357360113,5.86018003755071,0.832455729057102,0.97057102481993
isogroup240201,4.84389084422074,5.15097516692895,5.38292672168166,5.271003770809,0.85198588748691,0.973397540181383
isogroup240209,7.24386256520368,7.3579992706537,6.79702768228502,7.15060701989359,0.44653010296661,0.843021393755826
isogroup240210,8.03543972027819,7.93039664317315,7.56758256455335,7.76871814098912,0.909486577669644,0.980666381137871
isogroup240215,3.74110644799681,3.97433578655519,3.73266284369147,3.8565283738972,0.409908755157174,0.822635844681485
isogroup240234,7.7184648472352,6.11844570889501,7.63078488698605,6.21481169286563,2.0618969772278e-10,3.64725682044823e-09
isogroup240237,3.74983404221665,3.64010385048313,3.85567418521093,3.83194577545145,0.779890655684887,0.960846742046878
isogroup240241,7.69811650419143,7.86408534105021,7.21137959855915,7.64455250067293,0.32174280787614,0.761903474769645
isogroup240248,6.16264589703868,6.0263904289021,6.29604663288712,6.4480834713304,0.932745640136731,0.98591040734078
isogroup240249,7.72481138692589,7.76269141456693,7.73316247904408,7.73106364325911,0.93492901535131,0.986835467085163
isogroup240260,5.58943632533554,5.51083381755189,5.58764141203589,5.90565017836209,0.641572882870824,0.927934544195978
isogroup240267,5.6821762470474,5.78458470834269,5.22840858490879,5.62947416739956,0.451725692010496,0.846836211306932
isogroup240268,10.7193354261045,10.860977695088,10.8711804380027,10.9677010190637,0.468828280746116,0.855746571787031
isogroup240272,8.64740865522689,9.09011931194617,8.57113141427875,8.95049739892782,0.0354612873216219,0.218460228406581
isogroup240273,7.97613181555974,8.00378367372788,8.24390440043313,8.03794708574271,0.662944567379208,0.934461639159912
isogroup240284,5.47722639474513,5.52031408413016,5.13312747947404,5.22418728349836,0.828742811244002,0.97057102481993
isogroup240289,6.92947769679844,6.79771650127581,7.26829642602856,6.93081479792462,0.356869656388119,0.790082257777866
isogroup240290,8.23381044078679,8.37733226981694,8.35284574860722,8.5192953729259,0.463260810569414,0.852810475999194
isogroup240294,7.56905787138911,7.75574413770203,7.3744482923623,7.36321524973021,0.711958127320762,0.948153979740572
isogroup240296,7.97557151116546,8.08400385798818,7.64225922461507,8.06010698056659,0.28973790404073,0.733708018670318
isogroup240299,9.06164399801715,8.86702576824155,9.05716545305496,9.08750325509916,0.698724157129784,0.945237435772103
isogroup240307,8.78528219097205,8.23012549459265,8.3420289576404,8.29492274037825,0.198168693995826,0.62778806479923
isogroup240310,5.58569291471497,5.18909024806523,5.16174835731629,5.14687913079449,0.439736859504476,0.839726135134381
isogroup240313,5.57863124010148,5.43343915774753,5.36672159176273,5.45152055823229,0.900291508756573,0.979605739108923
isogroup240316,5.50050355337825,5.41724437536581,5.80102042487688,5.48795370577181,0.448415946497309,0.844377875844422
isogroup240322,8.38088790912221,6.96266917393925,8.51220893710702,7.28489431164659,7.94859253236867e-08,1.16067755968671e-06
isogroup240323,12.5499603024286,12.5039649043965,12.845070304486,12.7869952137004,0.788808596011714,0.964031153433286
isogroup240325,8.27674573725368,8.35654601386935,8.29257501321481,8.34910072091388,0.734325160893353,0.953835849549938
isogroup240330,3.96049937480662,4.03876997340093,3.84506234543882,4.03088955181595,0.556400158580842,0.89758254125239
isogroup240332,4.73777195011949,4.4196795039821,5.04656429809911,4.3664886901717,0.0480707398726155,0.27177442302467
isogroup240338,5.66712537055149,4.94730811595262,5.47589281137601,5.31881766452696,0.161463681577704,0.568925405355945
isogroup240347,8.20250116652539,8.09765260376279,8.5733543774334,8.40707749199568,0.585156036985673,0.911839242428353
isogroup240348,5.69626052627358,5.74781251558002,5.28697130476105,5.48198116400128,0.712526639780556,0.948153979740572
isogroup240351,5.17470970969178,5.43721960677362,5.30448119769989,5.0911872376602,0.899347510520831,0.979605739108923
isogroup240357,7.39570037843018,7.71779070653873,7.34942373699492,7.77450113240568,0.100661740967751,0.438096478773587
isogroup240363,8.11291604768556,8.27094411777086,7.91625366077321,8.0017946954416,0.597219461026092,0.917477246889271
isogroup240365,3.9056351996351,4.10943757489428,3.74069013577439,3.84137726787823,0.513078261097289,0.880462945715507
isogroup240382,5.27963364474351,5.34696876823456,5.73178598472396,5.36974702244605,0.555752668074937,0.897503003016259
isogroup240387,5.27840750303894,5.75801426901002,5.49483336480928,5.7981486216464,0.166113786952944,0.578226429438548
isogroup240403,7.46968519723442,7.59095349665153,6.73413704975271,7.1965914033467,0.475193431109739,0.858807159096159
isogroup240410,8.8339735948962,8.94854820087015,8.90416183288134,8.85882918032408,0.855786002150627,0.973943751557549
isogroup240412,9.67143869085553,9.85589347316387,9.53831008642995,9.63014058000213,0.459253753765019,0.850414823087241
isogroup240415,6.36609065379534,6.50418177555181,5.87508552637611,5.99404995943158,0.703680617888959,0.945775205162023
isogroup240416,6.26597068493939,6.15148239377305,6.49186245953338,6.45573432208852,0.80267982926104,0.96658839719312
isogroup240421,8.42533108302631,8.22422005260041,9.07761431425172,8.62643422912209,0.25435462351582,0.697138873363559
isogroup240422,5.07123047651057,4.90536438403999,4.80384926262394,4.66178761608317,0.584462041822798,0.911774480141921
isogroup240431,3.061204754744,3.00492313927521,2.91553177275513,3.0829521045473,0.767319735160863,0.959216519173559
isogroup240440,4.50114189807816,4.47122812306494,4.36284287325066,4.4070569318653,0.978880735388014,0.996273821115014
isogroup240453,9.17583851358695,8.2714497950884,9.35460703789091,8.66858205855059,0.00106724981401971,0.0105673756359933
isogroup240471,7.91270425881113,7.77887303237593,8.13945416698422,8.1384367958701,0.814994898897203,0.969138154487383
isogroup240477,5.80978861830833,5.66929880780705,5.87055787818739,5.68307622174177,0.525777691775242,0.885752199734992
isogroup240482,6.26719247488847,6.27558688939637,6.21377750770444,6.16661323491445,0.945760887450321,0.989321843154823
isogroup240484,4.32608008509823,3.94862544637732,4.39532691172642,3.86941890375664,0.0482286769371786,0.272387107908985
isogroup240492,9.48576490836508,3.49237645805523,9.03058461752391,3.26088268615131,8.66563397598453e-48,1.83155950933437e-45
isogroup240498,7.77195947388355,7.61528714430377,8.18411953573114,7.70299984571271,0.186275835663541,0.609836117395552
isogroup240505,9.0882747556983,9.51046011658582,9.35776636891186,9.74211228280632,0.0607926452302888,0.321226778611071
isogroup240508,7.83310958794663,8.21733820179265,7.97098886437774,8.17343165121164,0.179239338580862,0.599031673718719
isogroup240513,4.46290964332396,4.78218229642669,4.41973820234808,4.63906898691776,0.277899177898698,0.72175338998088
isogroup240515,8.72206715544432,10.473344710799,8.31730436248816,10.2869532199652,2.34504136493575e-16,6.24561420716167e-15
isogroup240521,7.66722671850051,7.68414246166613,8.00732110493211,7.67910150104013,0.485944741862204,0.863750405858791
isogroup240522,7.69500058852914,7.54682056543597,7.76341776116123,7.70635820519348,0.659784767391309,0.933746331907505
isogroup240526,9.13823271415412,8.97851595497423,9.30714674545863,9.33614401040038,0.804671527670246,0.966670762146807
isogroup24053,7.30712650467302,3.52903256147798,7.07240665763955,3.27224923299853,1.62149036324776e-24,8.02759463318398e-23
isogroup240531,12.0178266636412,12.0392568572261,12.2265114873818,12.1492213431608,0.846990512405119,0.972363558991296
isogroup240533,3.70098432089564,2.90036613883955,3.71076370104526,2.89913837444557,7.31501286241884e-06,9.14987117221829e-05
isogroup240538,5.58648646965861,5.75424086725999,5.88046240703546,5.88404369781041,0.793276636731431,0.964110368053334
isogroup240541,6.37004577020639,6.33772669170596,6.3906841043337,6.5085635023695,0.861341377183708,0.975547811503889
isogroup240544,8.93774311905355,8.29349227164202,8.82653158398048,8.20206724096749,0.00126452708975966,0.0122629374128104
isogroup240547,8.09870269426451,8.25598058918226,8.31603181643761,8.19715025985336,0.954059921894185,0.990494509264312
