baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
isogroup109125	7.29261457553963	-0.704693148464397	1.36158304516397	-0.517554291651402	0.604769279890568	0.919057711483511
isogroup109187	14.6164752560709	-0.4388259157873	1.01349590525484	-0.432982425989138	0.665027537149661	0.93552003519196
isogroup109251	21.3397622116356	1.21442233591495	1.16837114851041	1.03941486184698	0.29861183506065	0.74095645888168
isogroup109340	13.4911372807212	6.02971933652772	2.38809088355453	2.52491200316164	0.0115727263132702	0.0882306855942595
isogroup10945	9.84976431287011	1.43097584228207	1.4278982431867	1.00215533502479	0.316268575974502	0.75690362903346
isogroup109461	71.457773849591	-2.81515622252536	0.689451953155229	-4.08317970475243	4.44236432429974e-05	0.000518307277072933
isogroup109557	20.8028185445395	-0.644076722450276	0.908680863824558	-0.708804100638164	0.47844605272854	0.859850741071748
isogroup109751	19.0770951032243	1.83034657559088	1.31731588322076	1.38945153467351	0.164695488707458	0.575613700833401
isogroup109862	12.7077368609533	0.213257564851852	1.22277510968557	0.174404568070322	0.861547524538153	0.975633618579551
isogroup109881	8.32278532113807	2.0227259632928	1.61527847388493	1.25224597244085	0.210480249012784	0.645600588376188
isogroup109897	8.3540314261297	2.80584682970873	1.86596005142419	1.50370144718113	0.132658256444712	0.514347134465552
isogroup10994	2.48437829612895	-0.0186113111600436	2.60128615042223	-0.00715465738247317	0.994291458039274	0.998919734816076
isogroup109953	13.0105142784946	2.40772199333233	1.57204604457075	1.53158490595595	0.125624899594297	0.497490294189664
isogroup110110	41.020996663176	-1.09061416931269	0.994473039658678	-1.09667545103788	0.272783291529294	0.715198733375491
isogroup110244	17.1154196873189	0.600844179594542	1.15866364148263	0.518566526197111	0.604063056990597	0.919057711483511
isogroup11027	2.55670327544246	0.34183779089273	2.18798102320319	0.156234349049464	0.875848302539761	0.977043271702428
isogroup110367	17.4594281226424	0.563583159292422	1.06784995442196	0.527773735400397	0.597656388655373	0.917477246889271
isogroup110489	23.1629305722315	1.15530247258225	1.30311450545401	0.886570188380903	0.375310349995811	0.804037171963313
isogroup11051	0	NA	NA	NA	NA	NA
isogroup110716	9.7713821263854	-0.00963953622433261	1.2762982660126	-0.00755273001697978	0.993973850619934	0.998824791262049
isogroup110782	9.71776381060806	0.363102110380677	1.43922518394291	0.252289992165035	0.800816923096782	0.965700034038998
isogroup11079	9.53376133988505	-1.80912400020573	1.2690143301096	-1.42561353113284	0.153979928269456	0.554987559564987
isogroup110815	21.3192233714803	0.266976078904555	1.0351294465408	0.257915645040084	0.796472010257522	0.964815437042003
isogroup110830	16.3047420477517	-0.313301791653368	0.946109216950603	-0.33114759484446	0.740533002263704	0.955852224228903
isogroup110866	11.7528735344346	-8.18581687232437	1.99958462318997	-4.09375866236929	4.24436093280664e-05	0.000495907401405034
isogroup110921	9.27043742983426	-7.84072718409652	2.08210525514978	-3.76576888449978	0.000166037327727585	0.0018139770609125
isogroup110998	242.069184228433	-7.8968951969022	1.99495358304744	-3.95843555660032	7.54422897999906e-05	0.000857161674460816
isogroup111013	269.305440717315	0.408252471305025	0.288744725675441	1.41388719863203	0.157395025182821	0.561449387947963
isogroup111041	177.179849640192	-8.32206682920074	0.749707190393905	-11.1004228528584	1.24851782571264e-28	8.16788288678517e-27
isogroup111051	300.861363075142	-9.08786155019315	0.740428006672092	-12.2737949784466	1.25242586175709e-34	1.20043562540275e-32
isogroup111077	237.668261339003	-7.60447827011441	0.557600746102389	-13.6378552634111	2.3847132355471e-42	3.57403476374813e-40
isogroup111081	297.487263371188	-9.80251647935481	1.07800655702774	-9.09318817724274	9.61765931519325e-20	3.28274806356679e-18
isogroup111093	369.483619245495	-9.12213608964907	0.756303319758154	-12.0614783134445	1.68726836838019e-33	1.51175577832151e-31
isogroup111113	160.980507969376	-9.50839444150492	1.08897102417402	-8.73154035362601	2.51227357869562e-18	7.72711608551792e-17
isogroup111116	264.16218249736	-12.6678860920373	1.49742788246085	-8.45976373247377	2.67919778176556e-17	7.55029993678409e-16
isogroup111124	155.63721988734	0.280340206757595	0.409214195011234	0.685069604562225	0.493299999539802	0.868397628661312
isogroup111143	205.484484113098	-8.53747039756927	0.733299039476609	-11.6425495438571	2.50416185150036e-31	1.94734020206769e-29
isogroup111175	128.883869090474	-8.18698476855509	0.825162582399317	-9.92166264343916	3.3512648920404e-23	1.48919010809105e-21
isogroup111186	133.708457885576	-0.0841298137187853	0.378399991767418	-0.222330379358188	0.824056704541922	0.97057102481993
isogroup111237	277.526278210161	-8.11580645279061	0.628791395454518	-12.9069934980967	4.11038658805057e-38	4.98263480077953e-36
isogroup111255	273.226148962564	-6.28527822249372	0.67576184431237	-9.3010256133792	1.39097376394687e-20	5.05101177806786e-19
isogroup111286	185.081489691779	-8.11910226918945	0.73465942648968	-11.0515185355802	2.15537783735882e-28	1.39895901679911e-26
isogroup111415	62.2623933759914	0.625877660973537	0.519161818877518	1.20555410320187	0.227989465071734	0.665173510365982
isogroup111423	281.719828298395	-8.97275199206863	1.54592393256086	-5.80413550956872	6.46989372569533e-09	1.0256025765559e-07
isogroup111426	263.812537681462	-8.61138413298059	1.72520663748336	-4.99150881168786	5.99094491882863e-07	8.22370673870181e-06
isogroup111430	182.603275611226	-8.68330124817661	0.864143385672928	-10.0484495885075	9.3324089059621e-24	4.32174419167672e-22
isogroup111459	222.336425796104	-7.96558684793961	0.658225124035619	-12.1016147167129	1.03553992306824e-33	9.43199512248784e-32
isogroup111688	214.511068792805	-8.59978959177772	0.814316118554599	-10.5607507893154	4.53023790029746e-26	2.52315885217243e-24
isogroup111690	150.057545085595	0.100121101304865	0.403397398797067	0.248194712220323	0.803983757419112	0.96658839719312
isogroup111716	130.597962629886	-8.20457652810267	0.828197185877038	-9.90654963336328	3.89878390828711e-23	1.71859228641768e-21
isogroup111805	340.839608478417	-10.0054356961837	0.957783372168659	-10.4464495698321	1.52113532860186e-25	8.14202500887345e-24
isogroup111807	340.882753184239	-7.23725462026318	1.55151905552714	-4.66462502956771	3.09180300021843e-06	4.01034337227388e-05
isogroup111818	498.453985810765	-11.1415808770303	1.14407747284941	-9.73848462314479	2.06612319230344e-22	8.536868909352e-21
isogroup111882	7.504257542343	-7.53826357516467	2.23272912490762	-3.3762553151075	0.000734796978382302	0.00746387121725855
isogroup111929	242.18262731084	-9.50873124805033	0.954160440475125	-9.96554755855886	2.15682076042712e-23	9.7151221465578e-22
isogroup111965	258.668789868656	-8.58325895926899	1.68550701173559	-5.09238994528459	3.53577958378427e-07	4.9255795995506e-06
isogroup111984	167.856442672299	-0.087751278122589	0.337201015043269	-0.260234323764799	0.794683029545852	0.964454094897888
isogroup111991	127.937076466023	-1.00317132890568	0.461726081764378	-2.17265467238129	0.0298063177110446	0.191424602175412
isogroup112043	438.032909580118	-10.3633029227837	1.02039847915887	-10.1561332503419	3.11173781737725e-24	1.49128225747911e-22
isogroup112147	120.149992013216	0.522720528403142	0.390810924942943	1.33752793241247	0.181050370892591	0.601288560542962
isogroup112176	191.483981548452	-9.16431798899048	1.11742782238612	-8.20126168813417	2.37877070571961e-16	6.32522804104732e-15
isogroup112183	357.014661291275	-9.31592877390478	1.4753606541486	-6.31433998711375	2.71316880948172e-10	4.73325936435087e-09
isogroup112258	240.69177706057	1.51077347334711	0.731120884023683	2.06637986461644	0.0387926256574988	0.234347829457503
isogroup112261	340.525730219567	-8.7805018281679	0.624890407798522	-14.0512667798846	7.5668277586017e-45	1.37084310360778e-42
isogroup112312	18.36067132089	0.569744253857184	0.990841710047908	0.575010365509983	0.565284286718109	0.902218265519165
isogroup112341	115.004143756612	-10.0269654712438	1.49978278252066	-6.6856118019915	2.29961877058979e-11	4.40831570371434e-10
isogroup112373	149.655271923506	0.806476287628514	0.656562878678786	1.22833061968322	0.219322881049364	0.656850966496959
isogroup11241	4.12821567844189	-0.624067241732022	2.19682054168162	-0.28407747919833	0.776351005293913	0.960617100283423
isogroup112412	142.803905811556	-7.74262570489898	0.728298830780977	-10.6311109913445	2.13553164750509e-26	1.21821365885014e-24
isogroup112502	103.358422474113	-7.54499000197366	0.788574803072101	-9.56788116051916	1.09118972182581e-21	4.37697171630664e-20
isogroup112511	31.0424931844728	-9.57891701448207	1.65486748018218	-5.78832875090854	7.10901738844773e-09	1.12152402551148e-07
isogroup112531	114.390527420683	1.53284225932197	0.762765534125955	2.00958510937235	0.0444751185554125	0.258630266139164
isogroup112586	195.381553309708	-9.20515936257143	0.903356187583512	-10.1899555115633	2.19864803695101e-24	1.06725781320053e-22
isogroup112627	61.68065883574	0.857590290265894	0.743436459328057	1.15354887361996	0.248685169411581	0.690190636445564
isogroup112696	200.269501614205	-9.23598570032424	0.999101016250391	-9.24429617235976	2.36793954897366e-20	8.44975138622937e-19
isogroup112787	155.709942365973	-6.24542762460355	2.34848911038311	-2.65933854961956	0.00782942448424412	0.0633345888357451
isogroup112882	235.323523868071	-9.05450626843552	0.807857585191973	-11.2080475994836	3.72315277593571e-29	2.47499583322887e-27
isogroup112889	227.763579187737	-9.42349644352212	0.916765936133822	-10.279064777715	8.75732136920089e-25	4.42800199962891e-23
isogroup112913	191.140334875666	0.21924370383568	0.719954887097504	0.304524224732414	0.760728539892421	0.959113697511965
isogroup112942	83.1067402632458	0.478551665627486	0.487826107585881	0.980988221388372	0.326598550032621	0.765272925545153
isogroup112956	102.628693453199	-7.84949713104782	0.882582865317282	-8.89377920137389	5.90650003254473e-19	1.90556867977558e-17
isogroup112971	209.207182340121	-6.9567693570283	0.704869511990408	-9.86958470849988	5.63976195548793e-23	2.44676619995195e-21
isogroup112986	122.283219923729	1.42833419342548	0.770564479054381	1.85362060184541	0.0637934580559223	0.330802807182828
isogroup112990	140.311347422406	-10.3126592492159	1.6583029727499	-6.21880284765745	5.00962277238272e-10	8.57618286869174e-09
isogroup113006	216.489953421047	-7.60130223132243	0.64583416238231	-11.7697431849738	5.58944080970685e-32	4.51703535239349e-30
isogroup11311	1.42406838612395	-1.22518709092527	4.08482670716933	-0.299936124285255	0.76422587892751	NA
isogroup113115	133.662971303389	1.2462000360422	0.735830360202845	1.69359692592551	0.0903419026053338	0.412455443464839
isogroup113141	127.859481821114	0.921704664163995	0.76007888234148	1.21264343159307	0.22526617615657	0.662532377441647
isogroup113149	71.53082385696	0.220226349409131	0.541222845661862	0.406905124523737	0.684077672053317	0.941589439415702
isogroup113179	101.437431114673	-11.2859777827397	1.53571355962408	-7.34901226339522	1.99676869862367e-13	4.39502386722427e-12
isogroup113183	144.178206926682	-7.53426284674851	0.695740941131451	-10.8291210152099	2.50548797420183e-27	1.53551950716325e-25
isogroup113257	166.699628705825	-8.55393775393759	0.829534476698331	-10.3117326575545	6.2366638505227e-25	3.19309441738252e-23
isogroup113282	197.661974097025	-9.21651916758833	0.925380923930835	-9.95970300364348	2.28745022799102e-23	1.02754508061744e-21
isogroup113286	14.292258867577	-8.46405432357682	1.87397779440358	-4.51662466271145	6.28331329166545e-06	7.93767838516449e-05
isogroup113296	126.90462718317	-8.17381783251195	0.885612877948841	-9.22956072120726	2.71744037342522e-20	9.59308822190325e-19
isogroup113392	85.51316949223	0.816768633805566	0.854516209629443	0.955825793123051	0.339160254786671	0.776757631776416
isogroup113419	93.2263206251716	1.94471862262876	0.799962461921767	2.43101234770057	0.0150567014254687	0.110077507627617
isogroup113433	161.284884867971	0.761375477393994	0.456149853095463	1.66913454477131	0.0950907185169846	0.423807944166263
isogroup113436	103.982441149102	1.54061433890978	0.873852756217096	1.76301365184118	0.0778981871850119	0.374738696799564
isogroup113511	64.5661603829957	-9.19312960637033	1.54025122946297	-5.96859098731291	2.39311180852201e-09	3.91397234873948e-08
isogroup113562	252.637748561794	-4.83339900920719	0.523348345214809	-9.23552936280578	2.57011980741855e-20	9.11204196668863e-19
isogroup113596	395.223581391823	-8.77740820409952	1.94520422910727	-4.51233247016319	6.41185756758126e-06	8.08767282778459e-05
isogroup113603	338.253250374611	-2.63049978023154	0.283941217019256	-9.2642407039241	1.96470201635488e-20	7.07206931039881e-19
isogroup113853	549.583961173735	0.44821162068657	2.40927495871166	0.186035893938086	0.852416613344573	0.973397540181383
isogroup113900	385.445125371414	-0.450695632710677	0.244495472526302	-1.84337005529701	0.0652749990597143	0.335136603705528
isogroup113955	108.095556620198	-7.33383052043262	0.81004589935258	-9.05359872359592	1.38332454028096e-19	4.61649562167448e-18
isogroup114019	744.135838401703	-0.203291422918473	0.217932259361922	-0.932819324287669	0.350913262016777	0.784689795532129
isogroup11426	0	NA	NA	NA	NA	NA
isogroup114288	227.625283649035	-0.0235118531068032	0.298789126076045	-0.0786904577672587	0.937278835543007	0.987331202341953
isogroup114367	687.622770664038	-0.119196016887303	0.28977307956645	-0.411342617007905	0.680821324273264	0.940952209879036
isogroup114652	348.800477606856	-9.30140583200327	0.755021824993396	-12.3193867039335	7.12339528298721e-35	7.0321134512172e-33
isogroup114684	257.833209930918	-7.83508781496726	2.06880333854513	-3.78725597981547	0.000152320155500713	0.00167075853864588
isogroup114763	492.444846295527	-1.12245378603699	0.251508768264011	-4.46288132928528	8.08648428566484e-06	0.000100842496167527
isogroup115050	681.827133592395	-0.322932431041692	0.210651528831504	-1.53301726710942	0.125271600507156	0.497145325982815
isogroup115090	640.360355384416	-0.479771061447208	0.222959815001298	-2.15182750059429	0.03141094303012	0.199547686957099
isogroup115953	1608.17694976939	1.7446723374034	0.190360471330017	9.16509780215224	4.95020653327244e-20	1.72535105512747e-18
isogroup116182	9429.50597652273	-0.355095605105627	0.183875200519739	-1.93117725556203	0.0534611357025677	0.293982749563886
isogroup116184	16060.941733347	-0.518577489197594	0.208993019093431	-2.48131488528697	0.0130898681131907	0.0979126886179958
isogroup116251	1412.96838634934	-0.165316481003967	0.233050852959561	-0.70935797447029	0.478102360145781	0.859729004075408
isogroup116707	854.85428373278	-10.3323390843815	0.743376196843756	-13.899206254183	6.4047684614597e-44	1.08854652428479e-41
isogroup116908	460.829407589871	0.286227584688198	0.251308169281386	1.13895057811556	0.254723768180172	0.697190689640645
isogroup116942	477.214051499062	0.231016310015232	0.234866464471602	0.983607048945744	0.325308757941474	0.764516282979839
isogroup117221	204.689890881615	-2.37822395628995	0.844574305485214	-2.81588480829243	0.00486431042246444	0.041336609084922
isogroup117568	301.025259451601	-8.40667205036511	0.613764550084746	-13.6969006261511	1.05951206049443e-42	1.64784111597276e-40
isogroup117608	273.897714805947	-8.27035123517262	0.615352797952056	-13.4400156506918	3.52362104037609e-41	5.05134056275133e-39
isogroup117611	165.216962802101	-0.548935255629566	0.402571448940376	-1.36357224804302	0.172702231428115	0.588136539418282
isogroup117621	534.45289347193	-9.0655834198019	0.590392579708657	-15.3551784547758	3.2700849162487e-53	9.85036007562458e-51
